,name,port_id,lat_port,lon_port,iso2,area,h3_5_hexring
123,HELSINGBORG,87213,56.0542,12.69432,se,baltic,"['851f2327fffffff', '851f2e5bfffffff', '851f2e53fffffff', '851f2337fffffff', '851f2ecbfffffff', '851f232ffffffff', '851f2323fffffff']"
124,HELSINGÖR,91321,56.0324,12.55769,dk,baltic,"['851f2323fffffff', '851f232bfffffff', '851f2327fffffff', '851f2333fffffff', '851f2337fffffff', '851f233bfffffff', '851f232ffffffff']"
125,HELSINKI/HELSINGFORS,12,60.142,24.9512,fi,baltic,"['851126d3fffffff', '851126dbfffffff', '8508996bfffffff', '85089ba7fffffff', '8508996ffffffff', '851126d7fffffff', '851126c3fffffff']"
126,HOLMSUND,82,63.666554,20.33049,se,baltic,"['8508f293fffffff', '8508f667fffffff', '8508f62bfffffff', '8508f283fffffff', '8508f62ffffffff', '8508f297fffffff', '8508f29bfffffff']"
127,HUDIKSVALL,62,61.73324,17.116653,se,baltic,"['8508aa93fffffff', '8508ae2bfffffff', '8508aa83fffffff', '8508ae67fffffff', '8508aa9bfffffff', '8508ae2ffffffff', '8508aa97fffffff']"
128,HUSUM,28,63.35443,19.15326,se,baltic,"['8508f6c7fffffff', '8508f6c3fffffff', '8508f6d7fffffff', '8508f613fffffff', '8508f61bfffffff', '8508f6cffffffff', '8508f68bfffffff']"
129,Hadera,wfp.15715,32.46712,34.88576,il,black,"['852db017fffffff', '852db08ffffffff', '852db0abfffffff', '852db007fffffff', '852db0bbfffffff', '852db013fffffff', '852db003fffffff']"
130,Haifa,wfp.16226,32.81338,35.01136,il,black,"['852db0a3fffffff', '852db0abfffffff', '852db0a7fffffff', '852db0b7fffffff', '852db0bbfffffff', '852db0b3fffffff', '852db0affffffff']"
131,Halat,wfp.16268,34.09131,35.64935,lb,black,"['852da273fffffff', '852da20bfffffff', '852da20ffffffff', '852da27bfffffff', '852da277fffffff', '852da247fffffff', '852da263fffffff']"
132,Halytsynove,wfp.17325,46.77027,31.94476,ua,black,"['851e5db7fffffff', '851e4e6bfffffff', '851e5db3fffffff', '851e4e7bfffffff', '851e5da7fffffff', '851e4e4ffffffff', '851e5da3fffffff']"
133,Haydarpasa,wfp.14401,41.00242,29.01452,tr,black,"['851ec903fffffff', '851ec917fffffff', '851ec91bfffffff', '851ec90bfffffff', '851ec907fffffff', '851ec90ffffffff', '851ec913fffffff']"
134,Hereke,wfp.15643,40.78566,29.62055,tr,black,"['851ec923fffffff', '851ec937fffffff', '851ec92bfffffff', '851ec93bfffffff', '851ec927fffffff', '851ec92ffffffff', '851ec933fffffff']"
135,Hopa,wfp.14664,41.40556,41.42923,tr,black,"['852c2023fffffff', '852c2027fffffff', '852c2037fffffff', '852c203bfffffff', '852c202ffffffff', '852c2033fffffff', '852c202bfffffff']"
136,HÄRNÖSAND,19,62.63432,17.93243,se,baltic,"['8508a82ffffffff', '8508ab93fffffff', '8508a823fffffff', '8508a82bfffffff', '8508a95bfffffff', '8508ab97fffffff', '8508a827fffffff']"
137,HÖGANÄS,32140,56.2123,12.550249,se,baltic,"['851f23affffffff', '851f23a3fffffff', '851f2333fffffff', '851f2337fffffff', '851f2edbfffffff', '851f23abfffffff', '851f23a7fffffff']"
138,HÖNSÄTER,8128,58.63347,13.434,se,baltic,"['8508b093fffffff', '8508b42ffffffff', '8508b09bfffffff', '8508b467fffffff', '8508b097fffffff', '8508b42bfffffff', '8508b083fffffff']"
139,IGGESUND,21,61.6366,17.14325,se,baltic,"['8508ae67fffffff', '8508ae2bfffffff', '8508aa93fffffff', '8508ae6ffffffff', '8508aa9bfffffff', '8508ae77fffffff', '8508ae63fffffff']"
140,INKOO,924,60.01659,23.916923,fi,baltic,"['85089953fffffff', '85089943fffffff', '850899cbfffffff', '8508995bfffffff', '850899cffffffff', '85089827fffffff', '85089957fffffff']"
141,Idhra (Hydra),wfp.17638,37.35055,23.4647,gr,black,"['853f74dbfffffff', '853f29affffffff', '853f2937fffffff', '853f74c3fffffff', '853f29a7fffffff', '853f74cbfffffff', '853f74d3fffffff']"
142,Ilyichevsk,wfp.16868,46.31461,30.66402,ua,black,"['851e5d53fffffff', '851e5d43fffffff', '851e5dcffffffff', '851e5d57fffffff', '851e5d5bfffffff', '851e5c27fffffff', '851e5dcbfffffff']"
143,Imatra,4621469,61.216047,28.83413,fi,baltic,"['8511234ffffffff', '851104b7fffffff', '851104b3fffffff', '85112343fffffff', '8511234bfffffff', '85112347fffffff', '8511237bfffffff']"
144,Inebolu,wfp.15695,41.9785,33.76605,tr,black,"['852d0543fffffff', '852d0553fffffff', '852d0547fffffff', '852d054bfffffff', '852d0557fffffff', '852d055bfffffff', '852d054ffffffff']"
145,Iskenderun,wfp.15217,36.5935,36.18749,tr,black,"['852da127fffffff', '852da123fffffff', '852daccbfffffff', '852da137fffffff', '852dac53fffffff', '852da12ffffffff', '852dac5bfffffff']"
146,Istanbul,wfp.17747,41.02709,28.98473,tr,black,"['851ec913fffffff', '851ec98ffffffff', '851ec903fffffff', '851ec917fffffff', '851ec91bfffffff', '851ec9c7fffffff', '851ec98bfffffff']"
147,Isthmia,wfp.14651,37.91645,23.00835,gr,black,"['851eda4bfffffff', '851eda43fffffff', '853f2997fffffff', '851eda5bfffffff', '853f29b3fffffff', '853f2987fffffff', '851eda4ffffffff']"
148,Itea,wfp.15585,38.43203,22.42307,gr,black,"['853f2dabfffffff', '853f2daffffffff', '853f2da3fffffff', '853f2d33fffffff', '853f2dbbfffffff', '853f2d07fffffff', '853f2d17fffffff']"
149,Izmail,wfp.16882,45.32231,28.85054,ua,black,"['851e5e63fffffff', '851e5e67fffffff', '851e5e6ffffffff', '851e5e7bfffffff', '851e5e73fffffff', '851e5e77fffffff', '851e5e6bfffffff']"
150,Izmir,wfp.15436,38.44191,27.15477,tr,black,"['853f66a7fffffff', '853f66a3fffffff', '853f66affffffff', '853f646bfffffff', '853f60dbfffffff', '853f66b7fffffff', '853f60d3fffffff']"
151,Izmit,wfp.16470,40.76027,29.92893,tr,black,"['852d35d7fffffff', '852d35d3fffffff', '852d359bfffffff', '852d35c7fffffff', '851ec927fffffff', '852d358bfffffff', '852d35c3fffffff']"
152,Jbail,wfp.15294,34.12244,35.64334,lb,black,"['852da273fffffff', '852da20bfffffff', '852da20ffffffff', '852da27bfffffff', '852da277fffffff', '852da247fffffff', '852da263fffffff']"
153,Joensuu,879142,62.583,29.7512,fi,baltic,"['85112e3bfffffff', '85112e07fffffff', '85112e77fffffff', '85112e33fffffff', '85112e2bfffffff', '85112e0ffffffff', '85112e23fffffff']"
154,Jounie,wfp.16856,33.98615,35.61585,lb,black,"['852da27bfffffff', '852da24ffffffff', '852da26bfffffff', '852db1b7fffffff', '852da273fffffff', '852da247fffffff', '852da263fffffff']"
155,Joutseno,2472356,61.119467,28.467,fi,baltic,"['85112343fffffff', '8511234ffffffff', '8511234bfffffff', '85112347fffffff', '85112357fffffff', '85112353fffffff', '8511235bfffffff']"
156,KALAJOKI,74829,64.1831,23.8332,fi,baltic,"['8508d423fffffff', '8508d427fffffff', '8508d42ffffffff', '8508d433fffffff', '8508d42bfffffff', '8508d43bfffffff', '8508d437fffffff']"
157,KALMAR,1249,56.66327,16.36777,se,baltic,"['851f2d6bfffffff', '851f28a7fffffff', '851f2d7bfffffff', '851f28b7fffffff', '851f2d6ffffffff', '851f2d63fffffff', '851f29d3fffffff']"
158,KANTVIK,8412,60.08324,24.395,fi,baltic,"['8508994ffffffff', '8508994bfffffff', '85089947fffffff', '85089943fffffff', '8508997bfffffff', '85089bb3fffffff', '85089bb7fffffff']"
159,KAPELLSKÄR,98120,59.71787,19.06685,se,baltic,"['850882bbfffffff', '8508828ffffffff', '850882b3fffffff', '850882a3fffffff', '850882abfffffff', '85088287fffffff', '85088217fffffff']"
160,KARLSBORG,4559,65.912,23.282059,se,baltic,"['8508c637fffffff', '8508c623fffffff', '8508c0dbfffffff', '8508c6affffffff', '8508c627fffffff', '8508c0cbfffffff', '8508c633fffffff']"
161,KARLSHAMN,839,56.1658,14.86701,se,baltic,"['851f2853fffffff', '851f2857fffffff', '851f28cffffffff', '851f28cbfffffff', '851f285bfffffff', '851f2843fffffff', '851f2e27fffffff']"
162,KARLSKRONA,532,56.1685,15.59832,se,baltic,"['851f280ffffffff', '851f2803fffffff', '851f2877fffffff', '851f280bfffffff', '851f283bfffffff', '851f2807fffffff', '851f2873fffffff']"
163,KARLSTAD,129,59.36709,13.54001,se,baltic,"['8508b507fffffff', '8508b517fffffff', '8508b533fffffff', '8508b503fffffff', '8508b5abfffffff', '8508b53bfffffff', '8508b50ffffffff']"
164,KASKINEN,423,62.38359,21.217,fi,baltic,"['85088d4ffffffff', '85088d7bfffffff', '85088d47fffffff', '85088d43fffffff', '85088d4bfffffff', '850888b7fffffff', '850888b3fffffff']"
165,KEMI,591,65.7343,24.566669,fi,baltic,"['8508c28ffffffff', '8508c28bfffffff', '8508c2bbfffffff', '8508c283fffffff', '8508c217fffffff', '8508c213fffffff', '8508c287fffffff']"
166,KIEL,111,54.3164,10.08312,de,baltic,"['851f061bfffffff', '851f06cffffffff', '851f060bfffffff', '851f0603fffffff', '851f0613fffffff', '851f0657fffffff', '851f06c7fffffff']"
167,KLAIPEDA,9493,55.7176,21.13405,lt,baltic,"['851f71dbfffffff', '851f70affffffff', '851f71d3fffffff', '851f71c3fffffff', '851f7037fffffff', '851f70a7fffffff', '851f71cbfffffff']"
168,KLINTEHAMN,9447,57.38342,18.183,se,baltic,"['850896abfffffff', '85089617fffffff', '85089607fffffff', '85089633fffffff', '850896bbfffffff', '850896affffffff', '850896a3fffffff']"
169,KOKKOLA,231,63.8495,23.1333,fi,baltic,"['8508d413fffffff', '8508d403fffffff', '8508d48bfffffff', '8508d417fffffff', '8508d48ffffffff', '8508d41bfffffff', '8508d4c7fffffff']"
170,KOTKA,74,60.4667,26.951,fi,baltic,"['851122d7fffffff', '851122c7fffffff', '851122c3fffffff', '851122d3fffffff', '8511229bfffffff', '8511266ffffffff', '8511228bfffffff']"
171,KOVERHAR,104,59.88351,23.21656,fi,baltic,"['850898affffffff', '85089837fffffff', '850898abfffffff', '850899dbfffffff', '850898a7fffffff', '85089833fffffff', '850898a3fffffff']"
172,KRAMFORS,321441,62.9345,17.7844,se,baltic,"['8508a953fffffff', '8508a9cffffffff', '8508a957fffffff', '8508a943fffffff', '8508a95bfffffff', '8508a9cbfffffff', '8508a827fffffff']"
173,KRISTIINANKAUPUNKI,43024,62.2669,21.38349,fi,baltic,"['850888b3fffffff', '850888a3fffffff', '850888bbfffffff', '85088d4bfffffff', '85088887fffffff', '85088d4ffffffff', '850888b7fffffff']"
174,KRISTINEHAMN,21414,59.31659,14.1123,se,baltic,"['8508b567fffffff', '8508b577fffffff', '8508b56ffffffff', '8508b193fffffff', '8508b19bfffffff', '8508b52bfffffff', '8508b563fffffff']"
175,KUNDA,34679,59.5158,26.53313,ee,baltic,"['8511351bfffffff', '85113503fffffff', '85113557fffffff', '851135c7fffffff', '85113513fffffff', '851135cffffffff', '8511350bfffffff']"
176,Kalamaki,wfp.15085,37.91789,23.01012,gr,black,"['851eda4bfffffff', '851eda43fffffff', '853f2997fffffff', '851eda5bfffffff', '853f29b3fffffff', '853f2987fffffff', '851eda4ffffffff']"
177,Kalecik,wfp.14392,35.32798,33.99319,cy,black,"['852da46ffffffff', '852da463fffffff', '852da46bfffffff', '852da0d3fffffff', '852da0d7fffffff', '852da09bfffffff', '852da467fffffff']"
178,Kalimnos Island,wfp.17472,36.94686,26.98509,gr,black,"['853f620bfffffff', '853f6257fffffff', '853f6203fffffff', '853f6247fffffff', '853f621bfffffff', '853f620ffffffff', '853f6273fffffff']"
179,Karabiga,wfp.15956,40.40453,27.30777,tr,black,"['851ecaa7fffffff', '851ecab7fffffff', '851ecaaffffffff', '851ecbdbfffffff', '851ecaa3fffffff', '851ecbd3fffffff', '851ec86bfffffff']"
180,Kartal,wfp.16191,40.88715,29.18964,tr,black,"['851ec907fffffff', '851ec903fffffff', '851ec9abfffffff', '851ec917fffffff', '851ec90ffffffff', '851ec93bfffffff', '851ec933fffffff']"
181,Kas,wfp.16457,36.19824,29.64248,tr,black,"['853f45a3fffffff', '853f45b3fffffff', '853f45a7fffffff', '853f45bbfffffff', '853f45b7fffffff', '853f45abfffffff', '853f45affffffff']"
182,Keramoti,wfp.15779,40.85758,24.7032,gr,black,"['851ec377fffffff', '851ec32bfffffff', '851ec373fffffff', '851ec363fffffff', '851ec33bfffffff', '851ec367fffffff', '851ec30ffffffff']"
183,Kerch,wfp.14760,45.36156,36.48145,ua,black,"['852d76b7fffffff', '852d76a7fffffff', '852d746bfffffff', '852d744ffffffff', '852d76b3fffffff', '852d76a3fffffff', '852d747bfffffff']"
184,Kfar Aabida,wfp.16519,34.22685,35.65492,lb,black,"['852da277fffffff', '852da23bfffffff', '852da20ffffffff', '852da267fffffff', '852da273fffffff', '852da22bfffffff', '852da263fffffff']"
185,Kherson,wfp.14758,46.65936,32.66325,ua,black,"['851e4a9bfffffff', '851e4e67fffffff', '851e4ad7fffffff', '851e4a93fffffff', '851e4e6ffffffff', '851e4a83fffffff', '851e4a8bfffffff']"
186,Kos,wfp.16048,36.89698,27.28984,gr,black,"['853f6277fffffff', '853f6263fffffff', '853f6267fffffff', '853f623bfffffff', '853f620ffffffff', '853f6273fffffff', '853f622bfffffff']"
187,Kuopio,8020,62.88312,27.68342,fi,baltic,"['85112cdbfffffff', '85112137fffffff', '85112ccbfffffff', '851121a7fffffff', '851121affffffff', '85112cc3fffffff', '85112cd3fffffff']"
188,Kusadasi,wfp.16463,37.87016,27.26469,tr,black,"['853f605bfffffff', '853f604bfffffff', '853f6627fffffff', '853f6053fffffff', '853f6043fffffff', '853f6297fffffff', '853f662ffffffff']"
189,Kymi (Kimi),wfp.17338,38.63095,24.12442,gr,black,"['851edab7fffffff', '851ed84ffffffff', '851edab3fffffff', '851ed87bfffffff', '851edaa7fffffff', '851edaa3fffffff', '851ed86bfffffff']"
190,Kyrenia,wfp.16657,35.34059,33.33104,cy,black,"['852da457fffffff', '852da4cffffffff', '852da447fffffff', '852da40bfffffff', '852da443fffffff', '852da41bfffffff', '852da453fffffff']"
191,KÖGE,55,55.45124,12.183431,dk,baltic,"['851f05c3fffffff', '851f05d3fffffff', '851f05dbfffffff', '851f05cbfffffff', '851f05cffffffff', '851f05c7fffffff', '851f05d7fffffff']"
192,KÖPENHAMN,4305,55.68332,12.5899,dk,baltic,"['851f0583fffffff', '851f0587fffffff', '851f058bfffffff', '851f0597fffffff', '851f059bfffffff', '851f058ffffffff', '851f0593fffffff']"
193,KÖPING,989,59.55,16.01669,se,baltic,"['8508b12bfffffff', '8508b123fffffff', '8508b12ffffffff', '85088693fffffff', '8508b167fffffff', '8508b13bfffffff', '8508b177fffffff']"
194,LANDSKRONA,6312,55.8678,12.83,se,baltic,"['851f2e5bfffffff', '851f0597fffffff', '851f2327fffffff', '851f2e53fffffff', '851f2e4bfffffff', '851f2e43fffffff', '851f232ffffffff']"
195,LIDKÖPING,40042,58.5167,13.05118335,se,baltic,"['8508b477fffffff', '8508b463fffffff', '8508b467fffffff', '8508b40ffffffff', '8508b473fffffff', '8508b43bfffffff', '8508b42bfffffff']"
196,LIEBAJA,24788,56.499,20.9839129,lv,baltic,"['851f7513fffffff', '851f758ffffffff', '851f7517fffffff', '851f75c7fffffff', '851f7503fffffff', '851f758bfffffff', '851f751bfffffff']"
197,LILLA EDET,5053,58.1333,11895.11699,se,baltic,"['8508b2a3fffffff', '8508b2b7fffffff', '8508b2a7fffffff', '8508b2affffffff', '8508b2b3fffffff', '8508b2abfffffff', '8508b2bbfffffff']"
198,LOKSA,81274125,59.5833,25.7,ee,baltic,"['85089b67fffffff', '85089b63fffffff', '8511359bfffffff', '85089b2bfffffff', '85113593fffffff', '85089b77fffffff', '85089b6ffffffff']"
199,LOVIISA,213497901,60.44905,26.2526,fi,baltic,"['85112663fffffff', '85112673fffffff', '8511267bfffffff', '8511266bfffffff', '85112667fffffff', '8511266ffffffff', '85112677fffffff']"
200,LULEÅ,49490,65.58393,22.16689,se,baltic,"['8508c683fffffff', '8508c69bfffffff', '8508c68ffffffff', '8508c687fffffff', '8508c697fffffff', '8508c68bfffffff', '8508c693fffffff']"
201,LYSEKIL,94,58.26658,11.43327,se,baltic,"['85099a6ffffffff', '8508b49bfffffff', '8508b4d7fffffff', '85099a63fffffff', '8508b4d3fffffff', '85099a67fffffff', '85099a6bfffffff']"
202,Lappeenranta,75684,61.04925,28.249,fi,baltic,"['85112227fffffff', '8511222ffffffff', '851123cbfffffff', '85112223fffffff', '85112353fffffff', '85112237fffffff', '8511235bfffffff']"
203,Larnaca,wfp.16168,34.92302,33.64092,cy,black,"['852da6b3fffffff', '852da44ffffffff', '852da6b7fffffff', '852da6bbfffffff', '852da44bfffffff', '852da6a3fffffff', '852da687fffffff']"
204,Latchi,wfp.17149,35.04046,32.39504,cy,black,"['853f4d9bfffffff', '853f4dd7fffffff', '853f6b6ffffffff', '853f4d83fffffff', '853f4d93fffffff', '853f4d8bfffffff', '853f6b67fffffff']"
205,Lattakia,wfp.14792,35.50998,35.7654,sy,black,"['852da387fffffff', '852da383fffffff', '852da38ffffffff', '852da14bfffffff', '852da397fffffff', '852da3b3fffffff', '852da3bbfffffff']"
206,Lavrion (Laurium),wfp.17356,37.71262,24.06292,gr,black,"['853f7483fffffff', '853f749bfffffff', '853f7487fffffff', '853f748bfffffff', '853f748ffffffff', '853f7497fffffff', '853f7493fffffff']"
207,Limassol,wfp.15807,34.6697,33.03661,cy,black,"['853f4daffffffff', '853f4da7fffffff', '853f4da3fffffff', '853f4d33fffffff', '853f4dabfffffff', '853f4d37fffffff', '852da693fffffff']"
208,Limni,wfp.14656,38.76343,23.32182,gr,black,"['851eda9bfffffff', '851edad7fffffff', '851eda83fffffff', '851eda93fffffff', '851ede6ffffffff', '851ede67fffffff', '851eda8bfffffff']"
209,LÄNSI,9217,59.522,10.773,no,baltic,"['8509994ffffffff', '8509997bfffffff', '85099bb7fffffff', '8509994bfffffff', '85099947fffffff', '85099bb3fffffff', '85099943fffffff']"
210,LÅNGNÄS,4325,60.1128418,20.2976938,fi,baltic,"['8508830bfffffff', '85088303fffffff', '8508831bfffffff', '85088347fffffff', '85088373fffffff', '85088357fffffff', '8508830ffffffff']"
211,LÖDÖSE,398,58.0401,12.149,se,baltic,"['8508b4cbfffffff', '8508b4cffffffff', '8508b453fffffff', '8508b4dbfffffff', '851f25b3fffffff', '8508b4c3fffffff', '851f25b7fffffff']"
212,MALMÖ,932,55.616,13.0255,se,baltic,"['851f05bbfffffff', '851f0587fffffff', '851f058ffffffff', '851f05a3fffffff', '851f05abfffffff', '851f0517fffffff', '851f05b3fffffff']"
213,MARIEHAMN,99,60.0949,19.934,fi,baltic,"['850883c7fffffff', '850883d7fffffff', '8508831bfffffff', '85088313fffffff', '850883cffffffff', '850883c3fffffff', '8508838bfffffff']"
214,MARIESTAD,4004,58.717,13.817,se,baltic,"['8508b087fffffff', '8508b097fffffff', '8508b54bfffffff', '8508b08ffffffff', '8508b083fffffff', '8508b0b3fffffff', '8508b0bbfffffff']"
215,MUSSALO,9421815,60.440214,26.75921,fi,baltic,"['851122d7fffffff', '851122c7fffffff', '851122c3fffffff', '851122d3fffffff', '8511229bfffffff', '8511266ffffffff', '8511228bfffffff']"
216,MUUGA,645,59.482,24.955,ee,baltic,"['85089b0bfffffff', '85089b0ffffffff', '85089b73fffffff', '85089b03fffffff', '85089b47fffffff', '85089b57fffffff', '85089b1bfffffff']"
217,Maltepe,wfp.16448,40.94778,29.10295,tr,black,"['851ec903fffffff', '851ec917fffffff', '851ec91bfffffff', '851ec90bfffffff', '851ec907fffffff', '851ec90ffffffff', '851ec913fffffff']"
218,Mangalia,wfp.15144,43.80999,28.58539,ro,black,"['851ee903fffffff', '851ee90bfffffff', '851ee90ffffffff', '851ee907fffffff', '851ee917fffffff', '851ee91bfffffff', '851ee913fffffff']"
219,Mariupol,wfp.14762,47.09613,37.57886,ua,black,"['852d62cbfffffff', '852d7537fffffff', '852d62dbfffffff', '852d6253fffffff', '852d62c3fffffff', '852d62cffffffff', '852d7527fffffff']"
220,Marmaris,wfp.16467,36.85311,28.27674,tr,black,"['853f6357fffffff', '853f630bfffffff', '853f6353fffffff', '853f63cffffffff', '853f6347fffffff', '853f631bfffffff', '853f6343fffffff']"
221,Medgidia,wfp.15863,44.24633,28.30736,ro,black,"['851ee99bfffffff', '851eed67fffffff', '851ee9d7fffffff', '851ee983fffffff', '851ee993fffffff', '851ee98bfffffff', '851eed6ffffffff']"
222,Megara,wfp.16607,37.98237,23.35346,gr,black,"['851eda47fffffff', '851eda57fffffff', '851eda43fffffff', '851eda4ffffffff', '851eda7bfffffff', '851eda0bfffffff', '851eda73fffffff']"
223,Mersa El Hamra,wfp.17273,30.95546,28.79439,eg,black,"['853f5bcbfffffff', '853f5b53fffffff', '853f5bdbfffffff', '853f5a37fffffff', '853f5bcffffffff', '853f5a27fffffff', '853f5bc3fffffff']"
224,Mersa Matruh,wfp.16812,31.3566,27.2343,eg,black,"['853e2da7fffffff', '853f5adbfffffff', '853e2daffffffff', '853e2da3fffffff', '853f5ad3fffffff', '853e2db7fffffff', '853f5e6bfffffff']"
225,Mersin,wfp.16890,36.79997,34.63525,tr,black,"['852da537fffffff', '852da523fffffff', '852d12cbfffffff', '852da527fffffff', '852da533fffffff', '852da5affffffff', '852d12dbfffffff']"
226,Michurin,wfp.14577,42.17156,27.85799,bg,black,"['851ecdc3fffffff', '851ecdd3fffffff', '851ecdc7fffffff', '851ecdd7fffffff', '851ecddbfffffff', '851ecdcffffffff', '851ecdcbfffffff']"
227,Moni Anchorage,wfp.17234,34.71255,33.16621,cy,black,"['853f4daffffffff', '853f4da7fffffff', '853f4da3fffffff', '853f4d33fffffff', '853f4dabfffffff', '853f4d37fffffff', '852da693fffffff']"
228,Mudanya,wfp.15955,40.35468,28.92919,tr,black,"['851ec96bfffffff', '851ec96ffffffff', '851ecba7fffffff', '851ec97bfffffff', '852d3497fffffff', '851ecbb7fffffff', '851ec963fffffff']"
229,Mytilene,wfp.16913,39.09997,26.55639,gr,black,"['853f64cbfffffff', '851ed927fffffff', '853f64cffffffff', '853f6453fffffff', '851ed937fffffff', '853f64dbfffffff', '853f64c3fffffff']"
230,MÖNSTERÅS,9492214,57.1,16.56678,se,baltic,"['851f2d07fffffff', '851f2d0ffffffff', '851f2dabfffffff', '851f2d03fffffff', '851f2d3bfffffff', '851f2d17fffffff', '851f2d33fffffff']"
231,NAANTALI/NÅDENDAL,91013,60.467,22.017,fi,baltic,"['85089dbbfffffff', '85089d87fffffff', '85089da3fffffff', '85089db3fffffff', '85089dabfffffff', '85089d17fffffff', '85089d8ffffffff']"
232,NOL,432124,57.917,12.066,se,baltic,"['851f25a3fffffff', '851f25abfffffff', '851f25affffffff', '851f25a7fffffff', '851f25bbfffffff', '851f25b3fffffff', '851f25b7fffffff']"
233,NORRKÖPING,1416,58.61,16.194,se,baltic,"['8508b303fffffff', '8508b30ffffffff', '8508b30bfffffff', '8508b317fffffff', '8508b307fffffff', '8508b313fffffff', '8508b31bfffffff']"
234,NORRSUNDET,9593,60.9341,17.1671,se,baltic,"['85088503fffffff', '85088517fffffff', '85088513fffffff', '85088507fffffff', '8508850bfffffff', '8508851bfffffff', '8508850ffffffff']"
235,NYNÄSHAMN,953,58.9,17.95,se,baltic,"['850895bbfffffff', '85089517fffffff', '8508958ffffffff', '850895b3fffffff', '85089587fffffff', '850895a3fffffff', '850895abfffffff']"
236,Nahr El Kalb,wfp.17365,33.95837,35.5968,lb,black,"['852da27bfffffff', '852da24ffffffff', '852da26bfffffff', '852db1b7fffffff', '852da273fffffff', '852da247fffffff', '852da263fffffff']"
237,Naxos,wfp.16537,37.10751,25.3743,gr,black,"['853f7557fffffff', '853f751bfffffff', '853f7553fffffff', '853f7543fffffff', '853f750bfffffff', '853f7547fffffff', '853f75cffffffff']"
238,Nea Karvali,wfp.16287,40.95813,24.50737,gr,black,"['851ec373fffffff', '851ec37bfffffff', '851ec30bfffffff', '851ec30ffffffff', '851ec363fffffff', '851ec377fffffff', '851ec347fffffff']"
239,Nikolayev,wfp.17402,46.94275,31.97247,ua,black,"['851e4e47fffffff', '851e4e43fffffff', '851e4e7bfffffff', '851e4e57fffffff', '851e4e0bfffffff', '851e4e4ffffffff', '851e4e73fffffff']"
240,Novorossiysk,wfp.14907,44.73042,37.77906,ru,black,"['852d728ffffffff', '852d7217fffffff', '852d72bbfffffff', '852d7283fffffff', '852d728bfffffff', '852d7287fffffff', '852d7213fffffff']"
241,ORRSKÄR,84289,61.22,24.817172,fi,baltic,"['8511240bfffffff', '8511240ffffffff', '8511241bfffffff', '85112447fffffff', '85112403fffffff', '85112473fffffff', '85112457fffffff']"
242,OSKARSHAMN,12,57.25,16.45,se,baltic,"['851f2d17fffffff', '851f2dabfffffff', '851f2d8ffffffff', '851f2d03fffffff', '851f2d07fffffff', '851f2dbbfffffff', '851f2d13fffffff']"
243,OSLO,403,59.9,10.784,no,baltic,"['8509993bfffffff', '85099933fffffff', '8509990ffffffff', '85099977fffffff', '85099923fffffff', '85099907fffffff', '8509992bfffffff']"
244,OTTERBÄCKEN,224,58.949,14.0294,se,baltic,"['8508b0b7fffffff', '8508b54ffffffff', '8508b57bfffffff', '8508b56bfffffff', '8508b0a3fffffff', '8508b0a7fffffff', '8508b0b3fffffff']"
245,OULU,2140,65.0167,25.4667,fi,baltic,"['8508d183fffffff', '8508d197fffffff', '8508d193fffffff', '8508d187fffffff', '8508d18ffffffff', '8508d19bfffffff', '8508d18bfffffff']"
246,OXELÖSUND,994,58.667,17.121,se,baltic,"['8508b367fffffff', '8508b36ffffffff', '8508959bfffffff', '8508b32bfffffff', '8508b363fffffff', '85089593fffffff', '8508b377fffffff']"
247,Odessa,wfp.14757,46.48652,30.74854,ua,black,"['851e5dcbfffffff', '851e5dc3fffffff', '851e5c27fffffff', '851e5c37fffffff', '851e5ddbfffffff', '851e5d53fffffff', '851e5dcffffffff']"
